Unnamed: 0,Gender,Weight,Height,Age,user
0,M,65,169,29,user_1
0,M,95,183,27,user_2
0,M,70,174,34,user_3
0,M,76,180,27,user_4
0,M,80,196,25,user_5
0,M,62,178,27,user_6
0,M,65,183,25,user_7
0,M,74,184,40,user_8
0,M,70,175,20,user_9
0,M,85,180,27,user_10
0,M,115,186,27,user_11
0,M,67,170,27,user_12
0,M,74,180,25,user_13
0,M,64,171,27,user_14
0,M,80,180,24,user_15
0,M,67,176,27,user_16
0,M,60,175,24,user_17
0,M,70,183,22,user_19
0,M,70,175,29,user_20
0,M,70,175,28,user_21
0,M,92,205,32,user_22
